Country & Variable (Combined),Country,Region,M49,Variable,Variables,Unit,Unit,Symbol,Symbol Description,Symbol,2019
"Norway, GDP per capita",Norway,Northern Europe,578,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,81101.66 
"Oman, GDP per capita",Oman,Western Asia,512,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,19070.91 
"Pakistan, GDP per capita",Pakistan,Southern Asia,586,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,1406.01 
"Palau, GDP per capita",Palau,Micronesia,585,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,12930.02 
"Palestine(1996-), GDP per capita",Palestine(1996-),Western Asia,275,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,3221.32 
"Panama, GDP per capita",Panama,Central America,591,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,15628.41 
"Papua New Guinea, GDP per capita",Papua New Guinea,Melanesia,598,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,2741.30 
"Paraguay, GDP per capita",Paraguay,South America,600,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,5844.28 
"Peru, GDP per capita",Peru,South America,604,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,6827.19 
"Philippines, GDP per capita",Philippines,South-eastern Asia,608,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,3106.79 
"Poland, GDP per capita",Poland,Eastern Europe,616,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,15369.73 
"Portugal, GDP per capita",Portugal,Southern Europe,620,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,23397.87 
"Puerto Rico, GDP per capita",Puerto Rico,Caribbean,630,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,27638.89 
"Qatar, GDP per capita",Qatar,Western Asia,634,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,71010.32 
"Republic of Korea, GDP per capita",Republic of Korea,Eastern Asia,410,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,33626.66 
"Republic of Moldova, GDP per capita",Republic of Moldova,Eastern Europe,498,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,2798.55 
"Romania, GDP per capita",Romania,Eastern Europe,642,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,12234.10 
"Russian Federation, GDP per capita",Russian Federation,Eastern Europe,643,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,11534.18 
"Rwanda, GDP per capita",Rwanda,Eastern Africa,646,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,760.73 
"Saint Kitts and Nevis, GDP per capita",Saint Kitts and Nevis,Caribbean,659,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,18098.88 
"Saint Lucia, GDP per capita",Saint Lucia,Caribbean,662,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,10696.72 
"Saint Vincent and the Grenadines, GDP per capita",Saint Vincent and the Grenadines,Caribbean,670,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,7362.07 
"Samoa, GDP per capita",Samoa,Polynesia,882,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,4215.91 
"San Marino, GDP per capita",San Marino,Southern Europe,674,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,48802.06 
"Sao Tome and Principe, GDP per capita",Sao Tome and Principe,Middle Africa,678,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,1968.73 
"Saudi Arabia, GDP per capita",Saudi Arabia,Western Asia,682,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,23319.89 
"Senegal, GDP per capita",Senegal,Western Africa,686,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,1461.17 
"Serbia, GDP per capita",Serbia,Southern Europe,688,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,7215.96 
"Seychelles, GDP per capita",Seychelles,Eastern Africa,690,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,16697.90 
"Sierra Leone, GDP per capita",Sierra Leone,Western Africa,694,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,531.28 
"Singapore, GDP per capita",Singapore,South-eastern Asia,702,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,62348.34 
"Slovakia, GDP per capita",Slovakia,Eastern Europe,703,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,19442.19 
"Slovenia, GDP per capita",Slovenia,Southern Europe,705,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,25962.33 
"Solomon Islands, GDP per capita",Solomon Islands,Melanesia,90,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,2039.28 
"Somalia, GDP per capita",Somalia,Eastern Africa,706,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,98.44 
"South Africa, GDP per capita",South Africa,Southern Africa,710,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,6412.96 
"South Sudan, GDP per capita",South Sudan,Eastern Africa,728,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,635.25 
"Spain, GDP per capita",Spain,Southern Europe,724,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,30599.42 
"Sri Lanka, GDP per capita",Sri Lanka,Southern Asia,144,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,4245.43 
"Sudan, GDP per capita",Sudan,Northern Africa,729,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,1216.88 
"Suriname, GDP per capita",Suriname,South America,740,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,6084.95 
"Sweden, GDP per capita",Sweden,Northern Europe,752,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,55704.97 
"Switzerland, GDP per capita",Switzerland,Western Europe,756,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,82530.17 
"Syrian Arab Republic, GDP per capita",Syrian Arab Republic,Western Asia,760,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,909.42 
"Tajikistan, GDP per capita",Tajikistan,Central Asia,762,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,826.04 
"Thailand, GDP per capita",Thailand,South-eastern Asia,764,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,7299.35 
"Timor-Leste, GDP per capita",Timor-Leste,South-eastern Asia,626,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,1949.26 
"Togo, GDP per capita",Togo,Western Africa,768,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,646.41 
"Tonga, GDP per capita",Tonga,Polynesia,776,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,4625.36 
"Trinidad and Tobago, GDP per capita",Trinidad and Tobago,Caribbean,780,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,17345.56 
"Tunisia, GDP per capita",Tunisia,Northern Africa,788,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,3421.78 
"Türkiye, GDP per capita",Türkiye,Western Asia,792,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,9416.32 
"Turkmenistan, GDP per capita",Turkmenistan,Central Asia,795,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,6963.94 
"Tuvalu, GDP per capita",Tuvalu,Polynesia,798,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,4078.95 
"Uganda, GDP per capita",Uganda,Eastern Africa,800,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,679.87 
"Ukraine, GDP per capita",Ukraine,Eastern Europe,804,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,2972.84 
"United Arab Emirates, GDP per capita",United Arab Emirates,Western Asia,784,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,43407.64 
"United Kingdom, GDP per capita",United Kingdom,Northern Europe,826,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,42889.39 
"United Republic of Tanzania, GDP per capita",United Republic of Tanzania,Eastern Africa,834,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,994.45 
"United States of America, GDP per capita",United States of America,Northern America,840,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,62981.39 
"Uruguay, GDP per capita",Uruguay,South America,858,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,17177.14 
"Uzbekistan, GDP per capita",Uzbekistan,Central Asia,860,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,1560.33 
"Vanuatu, GDP per capita",Vanuatu,Melanesia,548,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,3150.93 
"Venezuela (Bolivarian Republic of), GDP per capita",Venezuela (Bolivarian Republic of),South America,862,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,6433.93 
"Viet Nam, GDP per capita",Viet Nam,South-eastern Asia,704,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,2538.07 
"Yemen, GDP per capita",Yemen,Western Asia,887,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,922.40 
"Zambia, GDP per capita",Zambia,Eastern Africa,894,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,1549.35 
"Zimbabwe, GDP per capita",Zimbabwe,Eastern Africa,716,GDP per capita (current US$/inhab),GDP per capita,(current US$/inhab),(current US$/inhab),I  ,"Imputed (carry forward, vertical imputation, linear interpolation)",I  ,1437.43 
